Target,Actual,Predicted,Residual
Lp,80.1,79.9576,0.1424
Lp,80.9,79.8181,1.0819
Lp,81.0,79.8074,1.1926
Lp,80.2,79.8813,0.3187
Lp,80.3,79.9912,0.3088
Lp,79.8,80.2039,-0.4039
Lp,80.1,79.8074,0.2926
Lp,79.9,79.8813,0.0187
Lp,80.0,79.8295,0.1705
Lp,80.0,80.2189,-0.2189
Lp,80.1,79.8074,0.2926
Lp,79.5,80.2189,-0.7189
Lp,80.0,79.8295,0.1705
Lp,80.0,79.8074,0.1926
Lp,79.6,80.2189,-0.6189
Lp,80.0,79.8074,0.1926
Lp,79.6,79.8568,-0.2568
Lp,79.8,79.8749,-0.0749
Lp,79.7,79.775,-0.075
Lp,79.5,80.38,-0.88
Lp,79.7,80.2039,-0.5039
Lp,80.2,79.8749,0.3251
Lp,80.1,80.2029,-0.1029
Lp,80.3,80.2039,0.0961
Lp,79.5,80.4753,-0.9753
Lp,80.2,79.8749,0.3251
Lp,80.5,80.3457,0.1543
Lp,80.4,80.127,0.273
Lp,80.6,80.3259,0.2741
Lp,80.4,80.1282,0.2718
Lp,80.5,80.3259,0.1741
Lp,80.6,80.3451,0.2549
Lp,80.5,80.3457,0.1543
Lp,80.5,80.3457,0.1543
Lp,80.3,80.1273,0.1727
Lp,80.5,80.1282,0.3718
Lp,80.5,80.3118,0.1882
Lp,80.6,80.3112,0.2888
Lp,80.5,80.3112,0.1888
Lp,80.6,80.1651,0.4349
Lp,81.0,80.1654,0.8346
Lp,80.5,80.1279,0.3721
Lp,80.5,80.0654,0.4346
Lp,80.6,80.1765,0.4235
Lp,80.3,80.1765,0.1235
Lp,80.8,80.1765,0.6235
Lp,80.4,80.1279,0.2721
Lp,80.8,80.1765,0.6235
Lp,80.1,80.1651,-0.0651
Lp,80.8,80.4214,0.3786
Lp,80.3,80.4214,-0.1214
Lp,80.6,80.4227,0.1773
Lp,80.4,80.1351,0.2649
Lp,80.5,80.1279,0.3721
Lp,80.4,80.1279,0.2721
Lp,80.2,80.1351,0.0649
Lp,80.4,80.5209,-0.1209
Lp,80.3,80.1279,0.1721
Lp,80.2,80.0654,0.1346
Lp,80.9,81.0931,-0.1931
Lp,81.3,80.8879,0.4121
Lp,80.8,80.8174,-0.0174
Lp,80.9,80.9027,-0.0027
Lp,80.7,80.9442,-0.2442
Lp,81.6,80.6205,0.9795
Lp,80.4,80.581,-0.181
Lp,81.1,81.835,-0.735
Lp,80.7,82.1323,-1.4323
Lp,80.8,82.0454,-1.2454
Lp,80.9,81.8577,-0.9577
Lp,80.8,82.1323,-1.3323
Lp,80.7,82.2508,-1.5508
Lp,80.7,81.8138,-1.1138
Lp,80.8,82.1255,-1.3255
Lp,80.8,82.0666,-1.2666
Lp,80.8,82.1255,-1.3255
Lp,81.1,82.2508,-1.1508
Lp,81.1,82.0454,-0.9454
Lp,80.7,82.2168,-1.5168
Lp,80.9,82.046,-1.146
Lp,81.1,82.2447,-1.1447
Lp,81.2,82.2034,-1.0034
Lp,81.2,82.1358,-0.9358
Lp,81.3,80.8174,0.4826
Lp,81.1,80.8879,0.2121
Lp,81.0,81.6223,-0.6223
Lp,81.2,81.8577,-0.6577
Lp,81.0,80.7236,0.2764
Lp,81.3,80.7302,0.5698
Lp,80.7,80.6202,0.0798
Lp,81.1,80.5917,0.5083
Lp,80.6,80.6015,-0.0015
Lp,82.1,82.9749,-0.8749
Lp,82.9,82.8114,0.0886
Lp,82.0,82.767,-0.767
Lp,82.5,82.767,-0.267
Lp,83.9,82.7063,1.1937
Lp,82.0,82.8574,-0.8574
Lp,82.0,82.8574,-0.8574
Lp,82.0,82.8574,-0.8574
Lp,83.9,82.837,1.063
Lp,82.2,82.8619,-0.6619
Lp,83.9,82.7868,1.1132
Lp,83.6,82.8325,0.7675
Lp,83.1,82.7263,0.3737
Lp,82.2,82.8621,-0.6621
Lp,82.7,82.8621,-0.1621
Lp,82.7,82.8054,-0.1054
Lp,83.2,82.8325,0.3675
Lp,83.7,82.8619,0.8381
Lp,83.7,82.8528,0.8472
Lp,83.0,82.6392,0.3608
Lp,83.1,82.8527,0.2473
Lp,83.5,82.8523,0.6477
Lp,83.8,82.8523,0.9477
Lp,83.7,82.7868,0.9132
Lp,83.4,82.8114,0.5886
Lp,84.0,82.837,1.163
Lp,82.6,82.8621,-0.2621
Lp,84.0,82.6736,1.3264
Lp,84.0,82.7497,1.2503
Lp,83.1,82.9106,0.1894
Lp,83.7,82.7497,0.9503
Lp,83.3,82.7497,0.5503
Lp,82.8,82.8523,-0.0523
Lp,86.3,85.5022,0.7978
Lp,86.2,85.5029,0.6971
Lp,84.3,83.4497,0.8503
Lp,84.4,83.4499,0.9501
Lp,84.5,83.4958,1.0042
Lp,84.3,83.4958,0.8042
Lp,84.3,83.5239,0.7761
Lp,84.0,83.3193,0.6807
Lp,84.3,83.5239,0.7761
Lp,84.3,83.4497,0.8503
Lp,84.5,83.5239,0.9761
Lp,84.3,83.4867,0.8133
Lp,84.5,83.4444,1.0556
Lp,86.1,85.5028,0.5972
Lp,86.9,86.0046,0.8954
Lp,84.2,83.3302,0.8698
Lp,83.0,83.6794,-0.6794
Lp,85.8,85.5022,0.2978
Lp,85.9,85.5673,0.3327
Lp,85.6,85.568,0.032
Lp,85.2,85.504,-0.304
Lp,86.2,86.1048,0.0952
Lp,82.8,83.3302,-0.5302
Lp,86.2,85.5079,0.6921
Lp,86.5,85.5504,0.9496
Lp,86.0,85.0166,0.9834
Lp,84.5,84.0018,0.4982
Lp,82.9,83.4867,-0.5867
Lp,82.9,83.4959,-0.5959
Lp,82.7,83.3356,-0.6356
Lp,83.3,83.3242,-0.0242
Lp,82.7,83.4955,-0.7955
Lp,83.2,83.3242,-0.1242
Lp,81.5,81.5813,-0.0813
Lp,81.2,81.5889,-0.3889
Lp,81.5,81.645,-0.145
Lp,81.9,82.057,-0.157
Lp,82.0,81.8772,0.1228
Lp,81.5,81.7001,-0.2001
Lp,81.5,81.8386,-0.3386
Lp,81.5,81.8399,-0.3399
Lp,81.5,81.5133,-0.0133
Lp,81.9,81.9562,-0.0562
Lp,81.5,81.5133,-0.0133
Lp,81.9,82.0423,-0.1423
Lp,83.7,82.0658,1.6342
Lp,81.5,81.711,-0.211
Lp,81.9,82.057,-0.157
Lp,81.9,82.0834,-0.1834
Lp,81.5,81.7004,-0.2004
Lp,82.0,82.0658,-0.0658
Lp,81.9,82.0423,-0.1423
Lp,82.0,81.8771,0.1229
Lp,83.7,81.8565,1.8435
Lp,81.9,81.5115,0.3885
Lp,81.9,81.5149,0.3851
Lp,81.9,81.5147,0.3853
Lp,81.9,81.5147,0.3853
Lp,81.9,81.7105,0.1895
Lp,81.9,81.7192,0.1808
Lp,81.9,81.8552,0.0448
Lp,82.0,81.8552,0.1448
Lp,81.9,81.8562,0.0438
Lp,81.9,81.8552,0.0448
Lp,83.6,81.8771,1.7229
Lp,81.9,81.9223,-0.0223
Lp,83.3,82.2387,1.0613
Lp,83.3,82.2387,1.0613
Lp,80.7,81.2292,-0.5292
Lp,81.0,81.6693,-0.6693
Lp,80.5,81.3749,-0.8749
Lp,83.3,82.2369,1.0631
Lp,80.5,82.111,-1.611
Lp,82.7,81.6693,1.0307
Lp,82.7,81.3247,1.3753
Lp,83.3,82.1108,1.1892
Lp,81.5,82.2387,-0.7387
Lp,83.3,82.1108,1.1892
Lp,81.0,82.1739,-1.1739
Lp,81.9,82.2369,-0.3369
Lp,80.7,82.239,-1.539
Lp,83.2,82.1741,1.0259
Lp,82.3,82.0176,0.2824
Lp,81.5,82.0253,-0.5253
Lp,81.5,82.234,-0.734
Lp,83.3,82.1109,1.1891
Lp,83.3,82.1741,1.1259
Lp,83.1,82.0142,1.0858
Lp,81.9,82.0176,-0.1176
Lp,81.8,81.421,0.379
Lp,83.3,82.2369,1.0631
Lp,80.7,82.2369,-1.5369
Lp,81.3,81.2702,0.0298
Lp,83.2,81.8328,1.3672
Lp,81.6,81.421,0.179
Lp,81.9,82.0252,-0.1252
Lp,81.2,82.2142,-1.0142
Lp,81.4,82.1207,-0.7207
Lp,81.1,82.2197,-1.1197
Lp,81.2,82.264,-1.064
Lp,81.9,82.5436,-0.6436
Lp,82.9,82.3582,0.5418
Lp,82.9,82.4269,0.4731
Lp,83.2,82.4269,0.7731
Lp,82.8,82.4269,0.3731
Lp,82.8,82.264,0.536
Lp,81.7,82.2816,-0.5816
Lp,82.8,82.2456,0.5544
Lp,81.5,82.2556,-0.7556
Lp,82.2,82.5405,-0.3405
Lp,81.9,82.5267,-0.6267
Lp,83.1,82.5335,0.5665
Lp,83.0,82.5281,0.4719
Lp,83.1,82.5588,0.5412
Lp,83.1,82.5073,0.5927
Lp,83.2,82.5335,0.6665
Lp,83.2,82.4269,0.7731
Lp,83.1,82.5427,0.5573
Lp,82.3,82.596,-0.296
Lp,83.1,82.6321,0.4679
Lp,82.6,82.5073,0.0927
Lp,82.2,82.5073,-0.3073
Lp,82.5,82.5319,-0.0319
Lp,82.5,82.2696,0.2304
Lp,83.3,82.5335,0.7665
Lp,82.3,82.4269,-0.1269
Lp,83.0,82.4183,0.5817
Lp,82.7,82.5436,0.1564
Lp,83.4,82.6321,0.7679
Lp,82.1,82.5271,-0.4271
Lp,83.2,82.532,0.668
Lp,83.0,82.5093,0.4907
Lp,80.8,81.0932,-0.2932
Lp,81.1,81.1826,-0.0826
Lp,80.9,81.0934,-0.1934
Lp,80.7,80.8107,-0.1107
Lp,81.8,81.0701,0.7299
Lp,81.1,80.8908,0.2092
Lp,81.0,80.7881,0.2119
Lp,82.6,81.8811,0.7189
Lp,80.9,81.6774,-0.7774
Lp,81.4,80.9231,0.4769
Lp,81.5,81.0997,0.4003
Lp,82.6,81.0997,1.5003
Lp,81.9,81.1619,0.7381
Lp,82.1,81.1617,0.9383
Lp,81.4,81.2034,0.1966
Lp,81.6,81.0957,0.5043
Lp,81.9,81.0527,0.8473
Lp,81.8,81.069,0.731
Lp,82.2,81.0934,1.1066
Lp,82.2,81.0957,1.1043
Lp,82.2,81.1616,1.0384
Lp,81.7,81.2547,0.4453
Lp,82.2,81.0527,1.1473
Lp,81.3,80.9231,0.3769
Lp,82.6,81.8811,0.7189
Lp,81.7,80.8112,0.8888
Lp,81.3,82.4007,-1.1007
Lp,82.6,82.4008,0.1992
Lp,81.4,82.4693,-1.0693
Lp,82.6,82.4537,0.1463
Lp,82.6,81.8811,0.7189
Lp,82.2,81.879,0.321
Lp,80.7,80.8109,-0.1109
