Target,Feature,Label,SHAP_value,Feature_value
Ra,P,Fo6 (P),-0.065,-1.3045
Ra,P,Fo6 (P),-0.0928,-1.2497
Ra,P,Fo6 (P),-0.0559,-1.2881
Ra,P,Fo6 (P),-0.0935,-1.2278
Ra,P,Fo6 (P),-0.0564,-1.2881
Ra,P,Fo6 (P),-0.0873,-1.1785
Ra,P,Fo6 (P),-0.076,-1.3757
Ra,P,Fo6 (P),-0.0535,-1.0689
Ra,P,Fo6 (P),-0.0457,-1.0525
Ra,P,Fo6 (P),-0.0935,-1.1073
Ra,P,Fo6 (P),-0.0631,-1.1237
Ra,P,Fo6 (P),-0.0562,-1.1949
Ra,P,Fo6 (P),-0.0599,-1.173
