Target,Actual,Predicted,Residual
Lp,78.9,79.1933,-0.2933
Lp,78.9,79.1672,-0.2672
Lp,79.2,79.1672,0.0328
Lp,79.2,79.1688,0.0312
Lp,79.3,79.1705,0.1295
Lp,79.9,79.1676,0.7324
Lp,79.8,79.1672,0.6328
Lp,79.3,79.1672,0.1328
Lp,79.3,79.2154,0.0846
Lp,79.1,79.1933,-0.0933
Lp,79.0,79.1933,-0.1933
Lp,78.8,79.1812,-0.3812
Lp,78.9,79.1705,-0.2705
Lp,78.9,79.1765,-0.2765
Lp,79.2,79.1812,0.0188
Lp,79.3,79.1753,0.1247
Lp,79.1,79.1765,-0.0765
Lp,79.5,79.1765,0.3235
Lp,79.4,79.1802,0.2198
Lp,79.2,79.1688,0.0312
Lp,79.3,79.1802,0.1198
Lp,79.4,79.1705,0.2295
Lp,79.2,79.1802,0.0198
Lp,79.2,79.1765,0.0235
Lp,79.1,79.1672,-0.0672
Lp,79.3,79.1746,0.1254
Lp,78.8,79.1672,-0.3672
Lp,79.1,79.1676,-0.0676
Lp,79.2,79.1672,0.0328
Lp,79.0,79.1672,-0.1672
Lp,78.9,79.1672,-0.2672
Lp,78.8,79.1672,-0.3672
Lp,78.9,79.1672,-0.2672
Lp,79.5,79.4432,0.0568
Lp,79.5,79.4463,0.0537
Lp,80.0,79.4148,0.5852
Lp,79.5,79.4148,0.0852
Lp,79.4,79.4148,-0.0148
Lp,79.6,79.4384,0.1616
Lp,79.3,79.4148,-0.1148
Lp,79.7,79.4397,0.2603
Lp,79.5,79.4397,0.0603
Lp,79.5,79.4148,0.0852
Lp,79.5,79.4148,0.0852
Lp,79.5,79.4384,0.0616
Lp,79.6,79.4384,0.1616
Lp,79.2,79.4451,-0.2451
Lp,79.5,79.4216,0.0784
Lp,79.8,79.5136,0.2864
Lp,79.7,79.4227,0.2773
Lp,79.9,79.4843,0.4157
Lp,80.0,79.4894,0.5106
Lp,80.6,79.7314,0.8686
Lp,79.6,79.4653,0.1347
Lp,79.6,79.474,0.126
Lp,79.5,79.4441,0.0559
Lp,79.6,79.4722,0.1278
Lp,80.3,79.5549,0.7451
Lp,79.9,79.6357,0.2643
Lp,79.7,79.4914,0.2086
Lp,79.6,79.5133,0.0867
Lp,79.8,79.4877,0.3123
Lp,80.4,79.6357,0.7643
Lp,80.1,79.5719,0.5281
Lp,79.6,79.4213,0.1787
Lp,79.8,79.4722,0.3278
Lp,79.5,79.561,-0.061
Lp,79.9,79.561,0.339
Lp,79.9,79.7153,0.1847
Lp,80.3,80.0652,0.2348
Lp,80.0,80.1644,-0.1644
Lp,79.7,79.5114,0.1886
Lp,79.2,79.5274,-0.3274
Lp,79.9,79.4988,0.4012
Lp,79.5,79.528,-0.028
Lp,79.9,79.5257,0.3743
Lp,79.8,79.5235,0.2765
Lp,79.8,79.5257,0.2743
Lp,79.6,79.5097,0.0903
Lp,79.9,79.5423,0.3577
Lp,80.0,79.5438,0.4562
Lp,79.9,79.4655,0.4345
Lp,79.8,79.4738,0.3262
Lp,80.0,79.7153,0.2847
Lp,79.6,79.561,0.039
Lp,79.8,79.7156,0.0844
Lp,79.8,79.7156,0.0844
Lp,81.1,80.6783,0.4217
Lp,79.9,79.5941,0.3059
Lp,79.4,79.5235,-0.1235
Lp,80.4,79.7156,0.6844
Lp,79.4,79.5309,-0.1309
Lp,80.5,79.7153,0.7847
Lp,79.8,79.5274,0.2726
Lp,80.1,79.811,0.289
Lp,79.5,79.5114,-0.0114
Lp,80.0,79.5304,0.4696
Lp,79.9,79.5423,0.3577
Lp,79.9,79.5438,0.3562
Lp,83.4,82.6098,0.7902
Lp,81.2,82.6572,-1.4572
Lp,83.5,82.6811,0.8189
Lp,83.7,82.6567,1.0433
Lp,83.2,82.5861,0.6139
Lp,83.7,82.5861,1.1139
Lp,81.4,81.6408,-0.2408
Lp,82.9,82.5861,0.3139
Lp,82.5,82.5151,-0.0151
Lp,83.8,82.5322,1.2678
Lp,82.9,82.5866,0.3134
Lp,82.9,82.6078,0.2922
Lp,83.5,82.5001,0.9999
Lp,82.7,82.426,0.274
Lp,82.0,82.535,-0.535
Lp,82.0,82.4553,-0.4553
Lp,82.2,82.4172,-0.2172
Lp,82.8,82.6092,0.1908
Lp,82.2,82.4553,-0.2553
Lp,82.1,82.426,-0.326
Lp,81.4,82.4782,-1.0782
Lp,82.3,82.4553,-0.1553
Lp,81.5,82.6576,-1.1576
Lp,82.3,82.4553,-0.1553
Lp,81.7,82.6596,-0.9596
Lp,81.5,82.5861,-1.0861
Lp,81.5,82.7069,-1.2069
Lp,81.5,82.6576,-1.1576
Lp,82.4,82.6634,-0.2634
Lp,80.8,81.628,-0.828
Lp,80.8,81.2835,-0.4835
Lp,81.5,82.6416,-1.1416
Lp,81.7,82.6811,-0.9811
Lp,83.7,83.865,-0.165
Lp,84.9,84.3373,0.5627
Lp,83.1,83.4121,-0.3121
Lp,83.4,83.861,-0.461
Lp,85.0,83.4121,1.5879
Lp,84.4,83.4155,0.9845
Lp,84.1,83.3299,0.7701
Lp,84.8,84.332,0.468
Lp,84.5,84.3014,0.1986
Lp,85.5,84.4581,1.0419
Lp,84.8,84.3333,0.4667
Lp,83.5,84.2929,-0.7929
Lp,84.1,84.3094,-0.2094
Lp,85.2,84.3094,0.8906
Lp,84.5,83.865,0.635
Lp,84.0,84.4745,-0.4745
Lp,85.1,84.332,0.768
Lp,83.3,84.419,-1.119
Lp,85.6,84.395,1.205
Lp,84.8,83.7738,1.0262
Lp,84.0,83.6422,0.3578
Lp,84.7,84.3329,0.3671
Lp,85.0,84.3163,0.6837
Lp,86.1,84.3373,1.7627
Lp,86.3,84.363,1.937
Lp,84.8,84.4133,0.3867
Lp,83.8,83.6422,0.1578
Lp,84.0,84.3014,-0.3014
Lp,84.7,84.4511,0.2489
Lp,83.9,83.4121,0.4879
Lp,83.9,84.1783,-0.2783
Lp,83.6,83.5017,0.0983
Lp,82.7,83.4155,-0.7155
Lp,82.3,82.5787,-0.2787
Lp,82.7,82.6327,0.0673
Lp,81.9,82.6327,-0.7327
Lp,82.3,82.7428,-0.4428
Lp,83.0,82.7428,0.2572
Lp,81.7,82.6889,-0.9889
Lp,83.0,82.6889,0.3111
Lp,83.2,82.6205,0.5795
Lp,81.6,82.6205,-1.0205
Lp,82.3,82.6235,-0.3235
Lp,81.8,82.6405,-0.8405
Lp,82.6,82.6405,-0.0405
Lp,82.8,82.6582,0.1418
Lp,82.7,82.6582,0.0418
Lp,82.8,82.6405,0.1595
Lp,83.5,82.6405,0.8595
Lp,82.5,82.6405,-0.1405
Lp,82.9,82.6405,0.2595
Lp,83.5,82.6073,0.8927
Lp,83.4,82.6073,0.7927
Lp,82.1,82.6405,-0.5405
Lp,82.9,82.6582,0.2418
Lp,82.4,82.6605,-0.2605
Lp,82.9,82.5854,0.3146
Lp,83.1,82.5854,0.5146
Lp,82.4,82.5849,-0.1849
Lp,82.8,82.5849,0.2151
Lp,82.1,82.6582,-0.5582
Lp,83.3,82.5849,0.7151
Lp,82.3,82.5849,-0.2849
Lp,83.4,82.5849,0.8151
Lp,83.8,82.5849,1.2151
Lp,82.8,82.6405,0.1595
Lp,83.2,82.5685,0.6315
Lp,82.8,82.6518,0.1482
Lp,82.5,82.6509,-0.1509
Lp,83.2,82.6518,0.5482
Lp,82.6,82.5685,0.0315
Lp,83.1,82.6509,0.4491
Lp,83.2,82.6628,0.5372
Lp,82.9,82.6509,0.2491
Lp,81.8,82.6518,-0.8518
Lp,83.1,82.6466,0.4534
Lp,82.7,82.9442,-0.2442
Lp,82.8,82.6319,0.1681
Lp,82.8,82.6407,0.1593
Lp,82.7,82.9101,-0.2101
Lp,82.6,82.8989,-0.2989
Lp,83.0,82.9257,0.0743
Lp,82.6,82.7019,-0.1019
Lp,82.3,82.6407,-0.3407
Lp,83.0,82.6402,0.3598
Lp,81.8,82.5687,-0.7687
Lp,83.0,82.6518,0.3482
Lp,81.9,82.6518,-0.7518
Lp,82.7,82.5685,0.1315
Lp,82.6,82.6466,-0.0466
Lp,83.1,82.6319,0.4681
Lp,82.4,82.6656,-0.2656
Lp,83.7,82.5687,1.1313
Lp,83.0,82.5685,0.4315
Lp,83.0,82.6402,0.3598
Lp,82.9,82.6518,0.2482
Lp,83.4,82.5685,0.8315
Lp,82.9,82.6518,0.2482
Lp,82.9,82.6518,0.2482
Lp,85.0,84.5442,0.4558
Lp,84.5,84.5513,-0.0513
Lp,84.9,84.5513,0.3487
Lp,84.8,84.5685,0.2315
Lp,84.1,84.6123,-0.5123
Lp,84.7,84.4896,0.2104
Lp,84.9,84.375,0.525
Lp,84.9,84.5473,0.3527
Lp,84.5,84.3896,0.1104
Lp,85.4,84.3772,1.0228
Lp,84.5,84.4896,0.0104
Lp,85.2,84.3772,0.8228
Lp,85.2,84.5437,0.6563
Lp,84.6,84.5513,0.0487
Lp,85.1,84.5442,0.5558
Lp,85.3,84.5442,0.7558
Lp,85.6,84.5513,1.0487
Lp,84.9,84.5476,0.3524
Lp,84.9,84.5463,0.3537
Lp,85.1,84.5651,0.5349
Lp,85.3,84.5717,0.7283
Lp,85.4,84.5697,0.8303
Lp,84.9,84.5678,0.3322
Lp,85.5,84.5697,0.9303
Lp,85.3,84.5543,0.7457
Lp,85.4,84.5678,0.8322
Lp,85.5,84.5651,0.9349
Lp,84.6,84.5736,0.0264
Lp,85.8,84.5518,1.2482
Lp,85.1,84.5609,0.5391
Lp,84.7,84.5736,0.1264
Lp,84.8,84.6018,0.1982
Lp,84.6,84.5651,0.0349
Lp,84.7,84.7765,-0.0765
Lp,84.7,84.7415,-0.0415
Lp,85.0,84.9412,0.0588
Lp,84.8,84.7433,0.0567
Lp,85.5,84.7772,0.7228
Lp,85.6,84.9392,0.6608
Lp,85.1,84.9684,0.1316
Lp,85.5,84.7474,0.7526
Lp,85.1,84.9412,0.1588
Lp,84.6,84.8118,-0.2118
Lp,84.8,84.8121,-0.0121
Lp,85.4,84.7377,0.6623
Lp,84.9,84.8118,0.0882
Lp,85.0,84.695,0.305
Lp,85.1,84.7124,0.3876
Lp,84.6,84.7415,-0.1415
Lp,85.1,84.695,0.405
Lp,84.8,84.695,0.105
Lp,85.2,84.7433,0.4567
Lp,85.4,84.744,0.656
Lp,84.9,84.7837,0.1163
Lp,84.9,84.7352,0.1648
Lp,85.1,84.7859,0.3141
Lp,85.0,84.7577,0.2423
Lp,85.1,84.7377,0.3623
Lp,85.6,84.8121,0.7879
Lp,85.0,84.7377,0.2623
Lp,85.1,84.7534,0.3466
Lp,84.6,84.7764,-0.1764
Lp,85.4,84.8126,0.5874
Lp,84.6,84.927,-0.327
Lp,84.7,84.7268,-0.0268
Lp,85.0,84.9392,0.0608
